Flight ID,Departure date,Intl/Dome,Flight NO.,Departure airport,Arrival airport,Departure Time,Arrival Time,Airplane ID,Airplane Model,Air fares,Peak-season fares ,Off-season rates
362,42863,Dome,51,76,60,42863.75347,42863.83681,134,2,1077,2148,876
363,42860,Dome,53,77,55,42860.75694,42860.85764,64,2,709,913,530
364,42863,Dome,53,77,55,42863.75694,42863.85764,35,2,1082,1266,893
365,42860,Dome,42,78,54,42860.54861,42860.59722,101,2,424,787,316
366,42863,Dome,42,78,54,42863.54861,42863.59722,104,2,683,684,556
367,42861,Dome,46,78,60,42861.36458,42861.41319,92,2,294,320,283
368,42861,Dome,46,60,49,42861.45139,42861.55556,92,2,769,1221,569
369,42863,Dome,51,60,49,42863.875,42863.97569,134,2,1338,2264,993
370,42863,Dome,33,79,49,42863.49653,42863.64931,67,2,2272,3028,2226
371,42860,Dome,42,54,50,42860.62847,42860.71875,101,2,1106,1794,793
372,42863,Dome,42,54,50,42863.62847,42863.71875,104,2,1308,2240,1253
373,42860,Dome,33,79,49,42860.49653,42860.64931,107,2,1196,2252,1196
374,42862,Dome,46,78,60,42862.36458,42862.41319,57,2,596,758,505
375,42861,Dome,51,76,60,42861.75347,42861.83681,141,2,898,1451,804
376,42861,Dome,51,60,49,42861.875,42861.97569,141,2,1404,1821,1043
377,42862,Dome,33,79,49,42862.49653,42862.64931,36,2,2114,3011,1654
378,42862,Dome,46,60,49,42862.45139,42862.55556,57,2,568,1097,410
379,42860,Dome,52,49,55,42860.51389,42860.60069,64,2,1291,1567,1083
380,42862,Dome,52,49,55,42862.51389,42862.60069,6,2,1271,2100,1074
381,42863,Dome,52,49,55,42863.51389,42863.60069,35,2,842,862,618
382,42861,Dome,33,79,49,42861.49653,42861.64931,68,2,1242,2340,933
383,42860,Dome,46,78,60,42860.36458,42860.41319,93,2,483,545,346
384,42863,Dome,46,78,60,42863.36458,42863.41319,103,2,376,735,288
385,42863,Intl,39,23,49,42863.38889,42863.78819,22,4,5617,9771,5498
386,42860,Intl,39,23,49,42860.38889,42860.78819,3,5,5440,5924,4509
387,42861,Dome,42,78,54,42861.54861,42861.59722,117,2,523,852,425
388,42861,Dome,42,54,50,42861.62847,42861.71875,117,2,809,1156,743
389,42860,Dome,46,60,49,42860.45139,42860.55556,93,2,1334,2287,1024
390,42863,Dome,46,60,49,42863.45139,42863.55556,103,2,741,1437,605
391,42860,Dome,41,50,54,42860.33681,42860.43056,101,2,634,894,553
392,42861,Dome,41,50,54,42861.33681,42861.43056,117,2,1104,1923,912
393,42863,Dome,41,50,54,42863.33681,42863.43056,104,2,1118,1467,825
394,42861,Dome,45,49,60,42861.77431,42861.88194,58,2,1264,1707,1034
395,42863,Dome,45,49,60,42863.77431,42863.88194,18,2,1567,2962,1512
396,42860,Dome,49,60,76,42860.64236,42860.72222,48,2,674,1071,539
397,42861,Dome,49,60,76,42861.64236,42861.72222,141,2,678,1042,560
398,42862,Dome,49,60,76,42862.64236,42862.72222,37,2,404,441,391
399,42863,Dome,49,60,76,42863.64236,42863.72222,134,2,971,1836,930
400,42861,Dome,55,76,57,42861.55556,42861.66319,76,2,855,1614,655
401,42861,Dome,55,57,50,42861.70486,42861.76389,76,2,844,1549,773
402,42860,Dome,64,57,50,42860.9375,42860.99306,73,2,769,842,740
403,42861,Dome,64,57,50,42861.9375,42861.99306,108,2,420,593,330
404,42862,Dome,64,57,50,42862.9375,42862.99306,63,2,316,605,238
405,42863,Dome,64,57,50,42863.9375,42863.99306,84,2,365,496,358
406,42860,Dome,54,50,57,42860.32639,42860.38542,39,2,786,839,557
407,42861,Dome,54,50,57,42861.32639,42861.38542,76,2,506,907,451
408,42862,Dome,54,50,57,42862.32639,42862.38542,39,2,837,936,601
409,42863,Dome,54,50,57,42863.32639,42863.38542,99,2,462,802,391
410,42860,Dome,63,50,57,42860.53125,42860.59028,81,2,567,722,540
411,42861,Dome,63,50,57,42861.53125,42861.59028,74,2,737,1149,578
412,42862,Dome,63,50,57,42862.53125,42862.59028,117,2,857,1642,688
413,42863,Dome,63,50,57,42863.53125,42863.59028,111,2,394,425,380
414,42860,Dome,54,57,76,42860.42708,42860.52431,39,2,1352,2608,1109
415,42861,Dome,54,57,76,42861.42708,42861.52431,76,2,1160,2294,1043
416,42862,Dome,54,57,76,42862.42708,42862.52431,39,2,638,777,638
417,42863,Dome,54,57,76,42863.42708,42863.52431,99,2,1209,1992,991
418,42862,Dome,55,76,57,42862.55556,42862.66319,39,2,571,1100,492
419,42860,Dome,63,57,79,42860.63194,42860.72917,81,2,965,1797,948
420,42861,Dome,63,57,79,42861.63194,42861.72917,74,2,1046,1178,860
421,42862,Dome,63,57,79,42862.63194,42862.72917,117,2,667,1286,655
422,42863,Dome,63,57,79,42863.63194,42863.72917,111,2,1348,2391,1238
423,42862,Dome,55,57,50,42862.70486,42862.76389,39,2,458,733,387
424,42862,Intl,61,1,49,42862.70486,42863.25694,20,4,9385,14041,7882
425,42860,Dome,55,76,57,42860.55556,42860.66319,39,2,1262,1371,1177
426,42863,Dome,55,76,57,42863.55556,42863.66319,99,2,602,623,495
427,42860,Intl,61,1,49,42860.70486,42861.25694,21,4,7779,9646,6434
428,42860,Dome,55,57,50,42860.70486,42860.76389,39,2,797,1300,784
429,42863,Dome,55,57,50,42863.70486,42863.76389,99,2,359,413,255
430,42860,Dome,64,79,57,42860.80208,42860.89583,73,2,823,1590,783
431,42861,Dome,64,79,57,42861.80208,42861.89583,108,2,1270,1677,1010
432,42862,Dome,64,79,57,42862.80208,42862.89583,63,2,1121,2099,808
433,42863,Dome,64,79,57,42863.80208,42863.89583,84,2,640,942,608
434,42860,Dome,53,55,49,42860.88889,42860.97917,64,2,1207,2367,1168
435,42863,Dome,53,55,49,42863.88889,42863.97917,35,2,485,746,462
436,42860,Dome,76,49,56,42860.30903,42860.36806,7,2,810,1499,648
437,42861,Dome,76,49,56,42861.30903,42861.36806,128,2,344,602,293
438,42862,Dome,76,49,56,42862.30903,42862.36806,142,2,363,405,319
439,42863,Dome,76,49,56,42863.30903,42863.36806,94,2,764,1373,680
440,42860,Dome,69,57,77,42860.81944,42860.93403,132,2,1569,3073,1569
441,42861,Dome,69,57,77,42861.81944,42861.93403,133,2,577,1037,556
442,42862,Dome,69,57,77,42862.81944,42862.93403,132,2,1636,1652,1587
443,42863,Dome,69,57,77,42863.81944,42863.93403,131,2,1680,1941,1390
444,42860,Dome,71,49,79,42860.50347,42860.64931,37,2,764,1066,687
445,42861,Dome,71,49,79,42861.50347,42861.64931,69,2,767,891,675
446,42862,Dome,71,49,79,42862.50347,42862.64931,135,2,1030,1435,1018
447,42863,Dome,71,49,79,42863.50347,42863.64931,55,2,899,1597,726
448,42860,Dome,77,76,56,42860.55208,42860.66667,7,2,781,1193,633
449,42862,Dome,77,76,56,42862.55208,42862.66667,125,2,1684,1769,1262
450,42860,Dome,77,56,49,42860.69792,42860.75694,7,2,332,438,315
451,42862,Dome,77,56,49,42862.69792,42862.75694,125,2,813,1539,709
452,42860,Dome,78,52,79,42860.65278,42860.76389,73,2,1222,2132,1028
453,42861,Dome,78,52,79,42861.65278,42861.76389,108,2,1046,1613,946
454,42862,Dome,78,52,79,42862.65278,42862.76389,63,2,1428,2363,1426
455,42863,Dome,78,52,79,42863.65278,42863.76389,84,2,916,1152,789
456,42863,Dome,77,76,56,42863.55208,42863.66667,94,2,698,1374,571
457,42860,Dome,70,77,57,42860.37847,42860.49306,9,2,975,1360,688
458,42861,Dome,70,77,57,42861.37847,42861.49306,132,2,1653,3021,1554
459,42862,Dome,70,77,57,42862.37847,42862.49306,133,2,795,1560,670
460,42863,Dome,70,77,57,42863.37847,42863.49306,1,2,1166,1339,892
461,42862,Intl,72,50,24,42862.90625,42863.30208,21,4,5403,5985,4743
462,42863,Dome,77,56,49,42863.69792,42863.75694,94,2,527,1001,518
463,42860,Dome,73,79,49,42860.64236,42860.79514,122,2,981,1215,772
464,42861,Dome,73,79,49,42861.64236,42861.78819,126,2,949,1311,762
465,42862,Dome,73,79,49,42862.64236,42862.79514,53,2,1228,1704,889
466,42863,Dome,73,79,49,42863.64236,42863.78819,122,2,1153,1583,1137
467,42860,Intl,79,24,50,42860.38542,42860.79167,22,4,5375,6844,5128
468,42863,Intl,79,24,50,42863.38542,42863.79167,21,4,6351,6837,5478
469,42860,Dome,70,57,49,42860.54167,42860.61458,9,2,477,778,467
470,42861,Dome,70,57,49,42861.54167,42861.61458,132,2,422,583,318
471,42862,Dome,70,57,49,42862.54167,42862.61458,133,2,384,659,319
472,42863,Dome,70,57,49,42863.54167,42863.625,1,2,1152,1723,929
473,42861,Dome,77,76,56,42861.55208,42861.66667,121,2,1322,1927,969
474,42861,Dome,77,56,49,42861.69792,42861.75694,121,2,646,1290,477
475,42860,Dome,78,49,52,42860.54861,42860.61111,73,2,890,1565,776
476,42861,Dome,78,49,52,42861.54861,42861.61111,108,2,655,1142,469
477,42862,Dome,78,49,52,42862.54861,42862.61111,63,2,533,577,483
478,42863,Dome,78,49,52,42863.54861,42863.61111,84,2,695,892,560
479,42860,Dome,73,49,36,42860.84028,42860.88889,122,2,415,559,327
480,42861,Dome,73,49,36,42861.84028,42861.88889,126,2,527,978,455
481,42862,Dome,73,49,36,42862.84028,42862.88889,53,2,416,587,356
482,42863,Dome,73,49,36,42863.84028,42863.88889,122,2,715,828,682
483,42860,Dome,69,49,57,42860.70139,42860.77778,132,2,853,1025,735
484,42861,Dome,69,49,57,42861.70139,42861.77778,133,2,599,670,525
485,42862,Dome,69,49,57,42862.70139,42862.77778,132,2,1130,1206,1086
486,42863,Dome,69,49,57,42863.70139,42863.77778,131,2,920,1282,800
487,42860,Dome,71,36,49,42860.40625,42860.46181,37,2,705,1371,528
488,42861,Dome,71,36,49,42861.40625,42861.46181,69,2,459,882,379
489,42862,Dome,71,36,49,42862.40625,42862.46181,135,2,766,868,628
490,42863,Dome,71,36,49,42863.40625,42863.46181,55,2,677,816,534
491,42860,Dome,76,56,76,42860.39931,42860.51042,7,2,1656,2892,1311
492,42861,Dome,76,56,76,42861.39931,42861.51042,128,2,898,1476,709
493,42862,Dome,76,56,76,42862.39931,42862.51042,142,2,1572,2527,1346
494,42863,Dome,76,56,76,42863.39931,42863.51042,94,2,1043,1388,1005
495,42860,Dome,92,49,25,42860.89583,42861.01389,77,2,1359,1783,1245
496,42861,Dome,92,49,25,42861.89583,42862.01389,91,2,1681,3263,1334
497,42862,Dome,92,49,25,42862.89583,42863.01389,84,2,601,1002,536
498,42863,Dome,92,49,25,42863.89583,42864.01389,71,2,843,1285,653
499,42861,Dome,95,25,49,42861.78819,42861.91667,10,2,1923,2617,1581
500,42863,Dome,95,25,49,42863.78819,42863.91667,17,2,1010,1143,712
501,42861,Dome,84,49,64,42861.51389,42861.59028,50,2,691,811,486
502,42861,Dome,96,50,25,42861.5,42861.625,22,4,1128,1421,1110
503,42862,Dome,96,50,25,42862.5,42862.625,25,4,1121,2233,1113
504,42860,Dome,80,52,49,42860.92361,42860.98611,81,2,604,897,561
505,42863,Dome,80,52,49,42863.92361,42863.98611,111,2,554,944,421
506,42860,Dome,99,57,29,42860.65278,42860.72222,15,2,866,1263,719
507,42862,Dome,99,57,29,42862.65278,42862.72222,19,2,982,1809,739
508,42863,Dome,99,57,29,42863.65278,42863.72222,10,2,585,814,503
509,42860,Dome,100,29,57,42860.77083,42860.84028,15,2,990,1540,698
510,42862,Dome,100,29,57,42862.77083,42862.84028,19,2,989,1302,926
511,42863,Dome,100,29,57,42863.77083,42863.84028,10,2,595,603,419
512,42861,Dome,84,64,77,42861.625,42861.72222,50,2,609,1101,476
513,42862,Dome,80,79,52,42862.76042,42862.87847,117,2,1229,2189,935
514,42862,Dome,80,52,49,42862.92361,42862.98611,117,2,750,1168,547
515,42860,Dome,96,50,25,42860.5,42860.625,138,5,1252,1331,974
516,42863,Dome,96,50,25,42863.5,42863.625,3,5,1051,1848,1016
517,42861,Dome,80,79,52,42861.76042,42861.87847,74,2,927,1519,765
518,42861,Dome,85,77,64,42861.75694,42861.86806,50,2,1400,1665,1027
519,42860,Dome,93,25,49,42860.28125,42860.41319,92,2,1684,3105,1451
520,42861,Dome,93,25,49,42861.28125,42861.41319,77,2,1275,2200,1159
521,42862,Dome,93,25,49,42862.28125,42862.41319,35,2,701,1351,567
522,42863,Dome,93,25,49,42863.28125,42863.41319,86,2,1467,2117,1144
523,42861,Dome,80,52,49,42861.92361,42861.98611,74,2,481,739,349
524,42861,Dome,85,64,49,42861.89931,42861.97917,50,2,747,1183,651
525,42862,Dome,97,25,50,42862.68056,42862.79514,21,4,1503,1948,1355
526,42861,Dome,90,49,25,42861.45833,42861.57639,21,4,755,1190,573
527,42862,Dome,90,49,25,42862.45833,42862.57639,23,4,1049,1471,1018
528,42863,Dome,90,49,25,42863.45833,42863.57639,25,4,1402,1631,1358
529,42860,Dome,97,25,50,42860.68056,42860.79514,138,5,1650,2039,1549
530,42863,Dome,97,25,50,42863.68056,42863.79514,3,5,1551,3024,1356
531,42861,Dome,81,49,63,42861.83681,42861.875,35,2,368,662,275
532,42862,Dome,94,49,25,42862.625,42862.74306,26,3,1065,1631,805
533,42861,Dome,97,25,50,42861.68056,42861.79514,25,4,861,1260,640
534,42860,Dome,81,49,63,42860.56597,42860.60417,91,2,241,362,208
535,42863,Dome,81,49,63,42863.56597,42863.60417,19,2,261,304,198
536,42861,Dome,94,49,25,42861.625,42861.74306,10,2,1545,1714,1168
537,42863,Dome,94,49,25,42863.625,42863.74306,2,5,1010,1645,877
538,42861,Intl,98,49,2,42861.00694,42861.50694,23,4,7389,12453,5174
539,42863,Intl,98,49,2,42863.00694,42863.50694,24,4,6824,11875,6593
540,42862,Dome,91,25,49,42862.67361,42862.79514,25,4,1451,2719,1221
541,42863,Dome,91,25,49,42863.67361,42863.79514,23,4,659,1109,648
542,42860,Dome,94,49,25,42860.625,42860.74306,20,4,1584,3145,1447
543,42860,Dome,99,49,57,42860.54167,42860.61111,15,2,814,1330,589
544,42860,Dome,82,63,49,42860.41667,42860.45139,64,2,440,524,399
545,42862,Dome,82,63,49,42862.41667,42862.45139,109,2,181,188,137
546,42860,Dome,95,25,49,42860.78819,42860.91667,20,4,1395,1550,1094
547,42862,Dome,95,25,49,42862.78819,42862.91667,28,3,1126,1505,981
548,42862,Dome,99,49,57,42862.54167,42862.61111,19,2,403,617,354
549,42863,Dome,99,49,57,42863.54167,42863.61111,10,2,483,817,407
550,42861,Dome,91,25,49,42861.67361,42861.79514,22,4,714,1342,681
551,42860,Dome,80,79,52,42860.76042,42860.87847,81,2,1284,1420,1067
552,42863,Dome,80,79,52,42863.76042,42863.87847,111,2,1351,2227,1350
553,42861,Dome,82,63,49,42861.41667,42861.45139,91,2,358,624,307
554,42861,Dome,109,25,50,42861.89236,42862.00694,28,3,675,692,568
555,42862,Dome,102,25,61,42862.71875,42862.84375,86,2,1071,1577,935
556,42862,Dome,105,49,25,42862.29167,42862.40972,3,5,1405,2312,1064
557,42862,Dome,106,25,49,42862.45486,42862.58333,3,5,1210,1925,859
558,42860,Dome,114,49,25,42860.375,42860.49306,25,4,781,1315,558
559,42861,Dome,114,49,25,42861.375,42861.49306,20,4,978,1342,813
560,42862,Dome,114,49,25,42862.375,42862.49306,24,4,1100,1840,896
561,42863,Dome,114,49,25,42863.375,42863.49306,20,4,1357,2592,1310
562,42863,Dome,102,25,61,42863.71875,42863.84375,89,2,1031,1215,1024
563,42860,Dome,102,25,61,42860.71875,42860.84375,52,2,1296,1559,916
564,42861,Dome,102,25,61,42861.71875,42861.84375,63,2,1315,2217,1193
565,42863,Dome,106,25,49,42863.45486,42863.58333,2,5,1208,1364,1180
566,42860,Dome,112,49,27,42860.36806,42860.48611,14,2,1083,1835,886
567,42862,Dome,112,49,27,42862.36806,42862.48611,14,2,1026,1484,908
568,42860,Dome,106,25,49,42860.45486,42860.58333,20,4,1389,2548,1055
569,42861,Dome,106,25,49,42861.45486,42861.58333,28,3,1236,1685,1015
570,42860,Dome,103,50,25,42860.3125,42860.43056,29,3,1133,1367,1113
571,42861,Dome,103,50,25,42861.3125,42861.43056,27,3,1624,2216,1559
572,42862,Dome,103,50,25,42862.3125,42862.43056,2,5,1422,1454,1157
573,42863,Dome,103,50,25,42863.3125,42863.43056,26,3,837,1176,818
574,42863,Dome,112,49,27,42863.36806,42863.48611,115,2,1494,2490,1264
575,42862,Dome,115,25,49,42862.54514,42862.66667,24,4,760,1141,594
576,42863,Dome,115,25,49,42863.54514,42863.66667,20,4,1436,2168,1289
577,42860,Dome,107,50,25,42860.66667,42860.78472,29,3,1539,1668,1148
578,42861,Dome,107,50,25,42861.66667,42861.78472,26,3,1452,2517,1234
579,42862,Dome,107,50,25,42862.66667,42862.78472,2,5,973,1376,839
580,42863,Dome,107,50,25,42863.66667,42863.78472,26,3,1447,2791,1248
581,42862,Dome,113,27,49,42862.85764,42862.97222,8,2,1564,1971,1408
582,42860,Dome,100,57,49,42860.88194,42860.95486,15,2,718,761,521
583,42862,Dome,100,57,49,42862.88194,42862.95486,19,2,805,1386,751
584,42863,Dome,100,57,49,42863.88194,42863.95486,10,2,885,1491,649
585,42860,Dome,104,25,50,42860.48264,42860.60764,29,3,1735,1866,1688
586,42861,Dome,104,25,50,42861.48264,42861.60764,27,3,1287,2162,980
587,42862,Dome,104,25,50,42862.48264,42862.60764,2,5,1710,2162,1276
588,42863,Dome,104,25,50,42863.48264,42863.60764,26,3,1678,1972,1414
589,42860,Dome,113,27,49,42860.85764,42860.97222,8,2,1665,2026,1196
590,42863,Intl,108,2,49,42863.79167,42864.25694,24,4,5906,9023,4553
591,42861,Intl,108,2,49,42861.77431,42862.25694,23,4,6759,8929,5779
592,42860,Dome,101,61,25,42860.55208,42860.67708,52,2,661,749,603
593,42861,Dome,101,61,25,42861.55208,42861.67708,63,2,1212,2364,1069
594,42862,Dome,101,61,25,42862.55208,42862.67708,86,2,1819,3370,1527
595,42863,Dome,101,61,25,42863.55208,42863.67708,89,2,1724,2659,1544
596,42860,Dome,105,49,25,42860.29167,42860.40972,20,4,1646,2513,1499
597,42861,Dome,105,49,25,42861.29167,42861.40972,28,3,1190,1712,920
598,42863,Dome,105,49,25,42863.29167,42863.40972,2,5,1018,1781,984
599,42862,Dome,109,25,50,42862.89236,42863.00694,3,5,1067,1300,753
600,42860,Dome,109,25,50,42860.89236,42861.00694,27,3,1061,1148,850
601,42863,Dome,109,25,50,42863.89236,42864.00694,20,4,702,973,564
602,42860,Dome,123,41,49,42860.57986,42860.65625,63,2,948,1666,672
603,42862,Dome,123,41,49,42862.57986,42862.65625,137,2,394,600,298
604,42863,Dome,123,41,49,42863.57986,42863.65625,76,2,457,847,456
605,42860,Dome,121,32,50,42860.82639,42860.88889,12,2,892,1499,704
606,42860,Dome,120,50,32,42860.48958,42860.55208,12,2,930,1520,664
607,42860,Dome,128,52,25,42860.75,42860.84722,11,2,1163,1582,836
608,42862,Dome,120,50,32,42862.48958,42862.55208,126,2,337,400,333
609,42863,Dome,120,50,32,42863.48958,42863.55208,98,2,515,987,392
610,42861,Intl,129,49,8,42861.36806,42861.53125,35,2,2763,3006,2688
611,42862,Intl,129,49,8,42862.36806,42862.53125,64,2,2353,3421,1732
612,42860,Dome,126,32,25,42860.78472,42860.87847,84,2,1368,1580,1356
613,42861,Dome,126,32,25,42861.78472,42861.87847,84,2,1283,2121,1072
614,42862,Dome,126,32,25,42862.78472,42862.87847,9,2,839,1477,697
615,42863,Dome,126,32,25,42863.78472,42863.87847,38,2,757,952,684
616,42860,Dome,120,32,30,42860.59375,42860.67708,12,2,953,1805,758
617,42862,Dome,120,32,30,42862.59375,42862.67708,126,2,657,761,557
618,42863,Dome,120,32,30,42863.59375,42863.67708,98,2,1137,1355,796
619,42860,Dome,123,49,27,42860.69792,42860.81944,63,2,765,1450,740
620,42862,Dome,123,49,27,42862.69792,42862.81944,137,2,1596,2454,1559
621,42863,Dome,123,49,27,42863.69792,42863.81944,76,2,1612,2904,1296
622,42862,Dome,127,25,32,42862.92361,42863.03125,9,2,1011,1884,928
623,42860,Dome,127,25,32,42860.92361,42861.03125,84,2,637,952,584
624,42861,Dome,127,25,32,42861.92361,42862.03125,84,2,1059,1109,1029
625,42863,Dome,127,25,32,42863.92361,42864.03125,38,2,916,1338,914
626,42862,Dome,121,30,32,42862.71181,42862.78472,126,2,839,1009,637
627,42860,Dome,122,27,49,42860.30903,42860.42708,63,2,1169,1256,1025
628,42862,Dome,122,27,49,42862.30903,42862.42708,137,2,686,1282,573
629,42863,Dome,122,27,49,42863.30903,42863.42708,76,2,969,1800,753
630,42860,Dome,124,36,25,42860.81944,42860.96181,25,4,780,1115,776
631,42861,Dome,124,36,25,42861.81944,42861.96181,21,4,1352,2280,1238
632,42862,Dome,124,36,25,42862.81944,42862.96181,23,4,1619,1698,1442
633,42863,Dome,124,36,25,42863.81944,42863.96181,25,4,2071,2199,1571
634,42862,Dome,121,32,50,42862.82639,42862.88889,126,2,414,455,350
635,42861,Dome,128,52,25,42861.75,42861.84722,88,2,1293,1693,944
636,42862,Dome,128,52,25,42862.75,42862.84722,61,2,712,1035,632
637,42863,Dome,128,52,25,42863.75,42863.84722,60,2,865,1729,757
638,42863,Dome,121,30,32,42863.71181,42863.78472,98,2,1025,1063,987
639,42860,Dome,122,49,41,42860.46875,42860.54514,63,2,421,730,359
640,42862,Dome,122,49,41,42862.46875,42862.54514,137,2,743,845,622
641,42863,Dome,122,49,41,42863.46875,42863.54514,76,2,538,1049,408
642,42863,Dome,121,32,50,42863.82639,42863.88889,98,2,684,750,656
643,42860,Dome,125,25,36,42860.63889,42860.77778,25,4,1111,1479,1094
644,42861,Dome,125,25,36,42861.63889,42861.77778,21,4,1957,1991,1912
645,42862,Dome,125,25,36,42862.63889,42862.77778,23,4,1457,2044,1335
646,42863,Dome,125,25,36,42863.63889,42863.77778,25,4,1783,3468,1560
647,42860,Dome,115,25,49,42860.59028,42860.66667,23,4,850,1549,610
648,42861,Dome,115,25,49,42861.54514,42861.66667,20,4,1160,1747,1132
649,42860,Dome,121,30,32,42860.71181,42860.78472,12,2,989,1277,852
650,42862,Dome,138,32,49,42862.77431,42862.84375,67,2,625,1096,540
651,42860,Dome,138,30,32,42860.66667,42860.73958,77,2,823,1346,594
652,42860,Dome,138,32,49,42860.77431,42860.84375,77,2,490,966,426
653,42862,Dome,132,30,49,42862.80903,42862.92014,131,2,642,860,469
654,42860,Dome,139,49,66,42860.73264,42860.79167,9,2,480,866,478
655,42861,Dome,139,49,66,42861.73264,42861.79167,109,2,843,1128,777
656,42862,Dome,139,49,66,42862.73264,42862.79167,106,2,418,664,411
657,42863,Dome,139,49,66,42863.73264,42863.79167,117,2,548,1019,504
658,42860,Dome,132,30,49,42860.80903,42860.92014,5,2,1422,1552,1235
659,42861,Dome,132,30,49,42861.80903,42861.92014,81,2,1228,1384,1212
660,42860,Dome,134,52,49,42860.67014,42860.73264,28,3,915,1728,839
661,42861,Dome,134,52,49,42861.67014,42861.73264,48,2,658,800,543
662,42862,Dome,134,52,49,42862.67014,42862.73264,103,2,394,526,373
663,42863,Dome,134,52,49,42863.67014,42863.73264,18,2,336,387,308
664,42860,Dome,141,66,49,42860.44097,42860.50694,73,2,878,1403,878
665,42861,Dome,141,66,49,42861.44097,42861.50694,9,2,708,832,705
666,42862,Dome,141,66,49,42862.44097,42862.50694,63,2,812,824,662
667,42863,Dome,141,66,49,42863.44097,42863.50694,84,2,984,990,721
668,42860,Dome,133,49,52,42860.3125,42860.37153,28,3,374,518,312
669,42861,Dome,133,49,52,42861.3125,42861.37153,48,2,713,1078,645
670,42862,Dome,133,49,52,42862.3125,42862.37153,103,2,667,1083,515
671,42863,Dome,133,49,52,42863.3125,42863.37153,18,2,820,1598,628
672,42860,Dome,139,66,25,42860.83333,42860.93403,9,2,1436,2253,1331
673,42861,Dome,139,66,25,42861.83333,42861.93403,109,2,917,1665,858
674,42862,Dome,139,66,25,42862.83333,42862.93403,106,2,630,1247,462
675,42863,Dome,139,66,25,42863.83333,42863.93403,117,2,1049,1395,821
676,42860,Dome,137,49,32,42860.40278,42860.47917,77,2,799,982,766
677,42861,Dome,137,49,32,42861.40278,42861.47917,106,2,707,858,619
678,42862,Dome,137,49,32,42862.40278,42862.47917,67,2,917,1021,810
679,42863,Dome,137,49,32,42863.40278,42863.47917,71,2,915,1318,793
680,42860,Dome,130,25,52,42860.89931,42860.98958,11,2,572,972,438
681,42861,Dome,130,25,52,42861.89931,42861.98958,88,2,1199,1348,1034
682,42862,Dome,130,25,52,42862.89931,42862.98958,61,2,1091,1712,881
683,42863,Dome,130,25,52,42863.89931,42863.98958,60,2,1114,1660,812
684,42860,Dome,133,52,30,42860.41319,42860.50347,28,3,1295,2084,977
685,42861,Dome,133,52,30,42861.41319,42861.50347,48,2,762,1493,635
686,42862,Dome,133,52,30,42862.41319,42862.50347,103,2,1154,2104,1076
687,42863,Dome,133,52,30,42863.41319,42863.50347,18,2,1039,1864,787
688,42861,Intl,140,8,49,42861.57986,42861.75347,35,2,2652,2891,2148
689,42862,Intl,140,8,49,42862.57986,42862.75347,64,2,2608,4419,2222
690,42860,Dome,137,32,30,42860.53472,42860.61806,77,2,990,1749,962
691,42861,Dome,137,32,30,42861.53472,42861.61806,106,2,793,907,589
692,42862,Dome,137,32,30,42862.53472,42862.61806,67,2,841,1149,812
693,42863,Dome,137,32,30,42863.53472,42863.61806,71,2,486,518,359
694,42861,Dome,141,25,66,42861.28472,42861.39236,9,2,674,678,658
695,42862,Dome,141,25,66,42862.28472,42862.39236,63,2,946,1336,835
696,42863,Dome,141,25,66,42863.28472,42863.39236,84,2,1296,1946,934
697,42861,Dome,138,30,32,42861.66319,42861.73958,106,2,587,882,556
698,42863,Dome,138,30,32,42863.66667,42863.73958,71,2,449,883,336
699,42860,Dome,131,49,30,42860.65625,42860.77431,5,2,1683,2084,1258
700,42861,Dome,131,49,30,42861.65625,42861.77431,81,2,1597,2393,1227
701,42862,Dome,131,49,30,42862.65625,42862.77431,131,2,946,1840,781
702,42860,Dome,134,30,52,42860.54514,42860.62847,28,3,655,802,469
703,42861,Dome,134,30,52,42861.54514,42861.62847,48,2,979,1728,778
704,42862,Dome,134,30,52,42862.54514,42862.62847,103,2,927,1040,811
705,42863,Dome,134,30,52,42863.54514,42863.62847,18,2,734,954,601
706,42862,Dome,138,30,32,42862.66667,42862.73958,67,2,1014,1866,833
707,42861,Dome,138,32,49,42861.77431,42861.84375,106,2,567,1122,479
708,42863,Dome,138,32,49,42863.77431,42863.84375,71,2,495,848,448
709,42861,Dome,150,25,49,42861.83681,42861.96875,26,3,883,1237,789
710,42860,Dome,142,50,30,42860.35069,42860.45833,98,2,1134,1661,1130
711,42861,Dome,142,50,30,42861.35069,42861.45833,71,2,802,1064,690
712,42862,Dome,142,50,30,42862.35069,42862.45833,76,2,541,745,401
713,42863,Dome,142,50,30,42863.35069,42863.45833,68,2,799,1033,595
714,42860,Dome,146,50,25,42860.875,42861.00347,98,2,869,1362,773
715,42861,Dome,146,50,25,42861.875,42862.00347,33,1,1651,2369,1495
716,42862,Dome,146,50,25,42862.875,42863.00347,114,2,1758,2886,1405
717,42863,Dome,146,50,25,42863.875,42864.00347,33,1,978,1514,710
718,42860,Dome,157,62,25,42860.49653,42860.54514,23,4,307,355,290
719,42861,Dome,157,62,25,42861.49653,42861.59028,25,4,761,914,731
720,42862,Dome,157,62,25,42862.49653,42862.59028,21,4,974,1712,942
721,42863,Dome,157,62,25,42863.49653,42863.59028,23,4,1192,1647,1175
722,42860,Dome,143,30,50,42860.48958,42860.59722,98,2,1586,2196,1263
723,42862,Dome,143,30,50,42862.48958,42862.59722,76,2,891,1311,626
